description,prix,code,marque,date
Laitue feuille verte,Laitues et légumes-feuilles,1.98,20170315_EA,None,2019-07-16 14:22
Laitue iceberg,Laitues et légumes-feuilles,1.98,20135326001_EA,None,2019-07-16 14:22
Épinards en botte,Laitues et légumes-feuilles,1.98,20162840001_EA,None,2019-07-16 14:22
Cœurs de romaine,Laitues et légumes-feuilles,1.98,20082756001_EA,Sunridge,2019-07-16 14:22
Laitue iceberg biologique,Laitues et légumes-feuilles,2.48,20619353001_EA,None,2019-07-16 14:22
Bette à carde verte,Laitues et légumes-feuilles,2.98,20276364001_EA,None,2019-07-16 14:22
Bette à carde rouge,Laitues et légumes-feuilles,2.98,20275935001_EA,None,2019-07-16 14:22
Betteraves rouges en botte,Laitues et légumes-feuilles,2.98,20174607001_EA,None,2019-07-16 14:22
Radicchio,Laitues et légumes-feuilles,3.06,20149995001_KG,None,2019-07-16 14:22
Chou-rave,Laitues et légumes-feuilles,3.48,20010334001_EA,None,2019-07-16 14:22
Laitue Boston,Laitues et légumes-feuilles,3.98,20686537_EA,None,2019-07-16 14:22
Cœurs de laitue romaine PC Biologique,Laitues et légumes-feuilles,4.98,20599776001_EA,le Choix du Président,2019-07-16 14:22
Courge-bouteille,Courges et citrouilles,2.05,20142055001_KG,None,2019-07-16 14:22
Courge poivrée,Courges et citrouilles,4.23,20071263001_KG,None,2019-07-16 14:22
Courges Buttercup,Courges et citrouilles,7.68,20317208001_KG,None,2019-07-16 14:22
Courge Butternut,Courges et citrouilles,8.1,20325274001_KG,None,2019-07-16 14:22
Champignons de Paris blancs entiers,Champignons et truffes,1.68,20776239_EA,le Choix du Président,2019-07-16 14:22
Champignons creminis entiers,Champignons et truffes,1.68,20775805_EA,le Choix du Président,2019-07-16 14:22
Champignons de Paris,Champignons et truffes,2.48,21021565_EA,le Choix du Président,2019-07-16 14:22
Champignons blancs,Champignons et truffes,2.48,21021499_EA,le Choix du Président,2019-07-16 14:22
enokis entiers,Champignons et truffes,2.98,21005376_EA,le Choix du Président,2019-07-16 14:22
Champignons creminis entiers,Champignons et truffes,3.78,20761372_EA,le Choix du Président,2019-07-16 14:22
Shiitake,Champignons et truffes,3.98,20626629_EA,le Choix du Président,2019-07-16 14:22
Naturaly Imperfect Champignons blancs,Champignons et truffes,3.98,20937529_EA,sans nom,2019-07-16 14:22
Chapeaux de champignons portobellos, paquet de 4,Champignons et truffes,3.98,20753132_EA,le Choix du Président,2019-07-16 14:22
Champignons portobellos tranchés,Champignons et truffes,3.98,20755816_EA,le Choix du Président,2019-07-16 14:22
chapeaux de portobellos,Champignons et truffes,3.98,20626950_EA,le Choix du Président,2019-07-16 14:22
jeunes pleurotes du panicaut entiers,Champignons et truffes,4.98,21005335_EA,le Choix du Président,2019-07-16 14:22
Bok choy,Brocolis, choux et choux-fleurs,1.73,20095057001_KG,None,2019-07-16 14:22
Brocoli,Brocolis, choux et choux-fleurs,1.98,20145621001_EA,None,2019-07-16 14:22
Bébé bok choy shanghaïen,Brocolis, choux et choux-fleurs,3.28,20073098001_KG,None,2019-07-16 14:22
Choux de Bruxelles préemballés,Brocolis, choux et choux-fleurs,3.29,20808797001_KG,None,2019-07-16 14:22
Rapini,Brocolis, choux et choux-fleurs,3.48,20048070001_EA,None,2019-07-16 14:22
Bébé bok choys,Brocolis, choux et choux-fleurs,3.61,20082279001_KG,None,2019-07-16 14:22
Chou-fleur,Brocolis, choux et choux-fleurs,3.98,20135377001_EA,None,2019-07-16 14:22
Brocoli biologique,Brocolis, choux et choux-fleurs,4.48,20149635001_EA,None,2019-07-16 14:22
Chou-fleur biologique,Brocolis, choux et choux-fleurs,4.98,20001440001_EA,None,2019-07-16 14:22
Chou de Savoie,Brocolis, choux et choux-fleurs,5.45,20163650001_KG,None,2019-07-16 14:22
Chou vert,Brocolis, choux et choux-fleurs,5.48,20793034001_KG,None,2019-07-16 14:22
Chou rouge,Brocolis, choux et choux-fleurs,5.81,20773656001_KG,None,2019-07-16 14:22
Fromage bleu extra crémeux,Fromages bleus,4.48,20426302_EA,Rosenborg,2019-07-16 14:22
Fromage bleu traditionnel,Fromages bleus,4.48,20428574_EA,Castello,2019-07-16 14:22
fromage bleu,Fromages bleus,4.98,20419129_EA,le Choix du Président,2019-07-16 14:22
Fromage Bresse Bleu,Fromages bleus,5.98,21093685_EA,Papillon,2019-07-16 14:22
fromage bleu traditionnel,Fromages bleus,10.0,21062772_EA,Castello,2019-07-16 14:22
fromage de chèvre non affiné à pâte molle,Fromages de chèvre et de brebis,5.48,20000584_EA,le Choix du Président,2019-07-16 14:22
Fromage de chèvre au poivre,Fromages de chèvre et de brebis,5.48,20314830_EA,le Choix du Président,2019-07-16 14:22
Fromage chèvre fines herbes,Fromages de chèvre et de brebis,5.48,20296631_EA,le Choix du Président,2019-07-16 14:22
Féta émietté herbes et ail,Fromages de chèvre et de brebis,5.48,20862432_EA,le Choix du Président,2019-07-16 14:22
Fromage féta de lait de chèvre émietté ail et fines herbes,Fromages de chèvre et de brebis,5.48,20889580_EA,le Choix du Président,2019-07-16 14:22
fromage de chèvre non affiné à pâte molle,Fromages de chèvre et de brebis,5.48,20330259_EA,le Choix du Président,2019-07-16 14:22
Fromage de chèvre aux figues,Fromages de chèvre et de brebis,5.48,20690427_EA,le Choix du Président,2019-07-16 14:22
fromage féta de lait de chèvre émietté,Fromages de chèvre et de brebis,5.48,20862068_EA,le Choix du Président,2019-07-16 14:22
Mozzarella de lait de chèvre,Fromages de chèvre et de brebis,6.48,20302517_EA,le Choix du Président,2019-07-16 14:22
Brie de chèvre,Fromages de chèvre et de brebis,6.48,20251597_EA,le Choix du Président,2019-07-16 14:22
Fromage de chèvre en rondin,Fromages de chèvre et de brebis,8.0,20569735_EA,le Choix du Président,2019-07-16 14:22
Fromage de chèvre Menu bleu,Fromages de chèvre et de brebis,8.0,20824850_EA,le Choix du Président,2019-07-16 14:22
Fromage de chèvre canneberges,Fromages de chèvre et de brebis,8.0,20419118_EA,le Choix du Président,2019-07-16 14:22
fromage de chèvre aux fines herbes, non affiné, à pâte molle,Fromages de chèvre et de brebis,8.0,20569737_EA,le Choix du Président,2019-07-16 14:22
Fromage de chèvre Paillot,Fromages de chèvre et de brebis,8.28,21067359_EA,Saputo,2019-07-16 14:22
Brie de chèvre,Fromages de chèvre et de brebis,8.28,20036569_EA,Woolwich,2019-07-16 14:22
Chevrai,Fromages de chèvre et de brebis,9.98,20715527_EA,Woolwich,2019-07-16 14:22
Fromage havarti léger en tranches,Fromages fermes,3.28,20769146_EA,Saputo,2019-07-16 14:23
Fromage havarti en tranches,Fromages fermes,3.28,20769093_EA,Saputo,2019-07-16 14:23
Fromage Monterey Jack Habanero Cracker Barrel,Fromages fermes,4.98,21022309_EA,Kraft,2019-07-16 14:23
Gouda fumé,Fromages fermes,5.0,20884327_EA,Anco,2019-07-16 14:23
Havarti en tranches, 23 %,Fromages fermes,5.0,20907695_EA,Ziggy’s,2019-07-16 14:23
Havarti aux jalapenos,Fromages fermes,5.0,20573910_EA,Arla,2019-07-16 14:23
Gouda épicé,Fromages fermes,5.0,20884302_EA,Anco,2019-07-16 14:23
Fromage gouda doux,Fromages fermes,5.0,20884326_EA,Anco,2019-07-16 14:23
Fromage havarti, fumé,Fromages fermes,5.0,20972625_EA,Arla,2019-07-16 14:23
Havarti crémeux,Fromages fermes,5.0,20573932_EA,Arla,2019-07-16 14:23
Gouda au jalapeno,Fromages fermes,5.0,20894625_EA,Anco,2019-07-16 14:23
Havarti crémeux en tranches, 32 %,Fromages fermes,5.0,20913249_EA,Ziggy’s,2019-07-16 14:23
Havarti léger,Fromages fermes,5.0,20574530_EA,Arla,2019-07-16 14:23
Havarti aux fines herbes et épices,Fromages fermes,5.0,20574963_EA,Arla,2019-07-16 14:23
Gouda mi-fort,Fromages fermes,5.0,20972281_EA,Anco,2019-07-16 14:23
Gouda en tranches,Fromages fermes,5.28,20250505_EA,le Choix du Président,2019-07-16 14:23
havarti crémeux fromage,Fromages fermes,5.28,20219790_EA,le Choix du Président,2019-07-16 14:23
Fromage havarti avec piments jalapeño en tranches,Fromages fermes,5.28,20571482_EA,le Choix du Président,2019-07-16 14:23
Havarti en tranches 25 % moins de gras,Fromages fermes,5.28,20217523_EA,le Choix du Président,2019-07-16 14:23
Fromage havarti aux fines herbes et épices en tranches,Fromages fermes,5.28,20571483_EA,le Choix du Président,2019-07-16 14:23
Fromage Doré-Mi aux épices méditerranéennes,Fromages fermes,5.28,20700411_EA,Saputo,2019-07-16 14:23
Fromage edam, sans lactose,Fromages fermes,5.48,20692029_EA,None,2019-07-16 14:23
Cheddar blanc doux, 31 % M.G.,Fromages fermes,5.5,20872248_EA,sans nom,2019-07-16 14:23
Cheddar blanc doux, 19 % M.G. léger,Fromages fermes,5.5,20868994_EA,sans nom,2019-07-16 14:23
Cheddar blanc moyen, 19 % M.G. léger,Fromages fermes,5.5,20868945_EA,sans nom,2019-07-16 14:23
Cheddar blanc vieilli, 31 % M.G.,Fromages fermes,5.5,20871730_EA,sans nom,2019-07-16 14:23
Cheddar blanc moyen, 31 % M.G.,Fromages fermes,5.5,20871727_EA,sans nom,2019-07-16 14:23
cheddar avec habanero,Fromages fermes,5.88,21038253_EA,le Choix du Président,2019-07-16 14:23
Fromage cheddar blanc fumé, doux,Fromages fermes,5.88,21047242_EA,le Choix du Président,2019-07-16 14:23
Mozzarellissima,Fromages fermes,5.98,21023058_EA,Saputo,2019-07-16 14:23
Fromage, bloc de cheddar marbré,Fromages fermes,6.28,20436653_EA,Riviera,2019-07-16 14:23
Fromage, emmental Alpinois,Fromages fermes,6.28,20544437_EA,Riviera,2019-07-16 14:23
Gruyère,Fromages fermes,6.48,20089044_EA,Swiss Knight,2019-07-16 14:23
Fromage classique,Fromages fermes,6.58,20934696_EA,Bergeron,2019-07-16 14:23
Fromage tranché Le Fin Renard,Fromages fermes,6.58,20934573_EA,Bergeron,2019-07-16 14:23
Fromage Seigneur de Tilly,Fromages fermes,6.58,20934575_EA,Bergeron,2019-07-16 14:23
Fromage Le P’tit Bonheur, pointe,Fromages fermes,6.58,20936552_EA,Bergeron,2019-07-16 14:23
Fromage Six Pourcent,Fromages fermes,6.58,20936554_EA,Bergeron,2019-07-16 14:23
La Vache qui Rit Produit de Fromage Fondu Ail & Fines Herbes 24 Portions de (400 g),Fromages fermes,8.98,21022180_EA,La vache qui rit,2019-07-16 14:23
Fromage, jalapeno,Fromages fermes,9.98,21011306_EA,La vache qui rit,2019-07-16 14:23
Fromage Le gruyère,Fromages fermes,10.0,20748622_EA,None,2019-07-16 14:23
Gouda doux,Fromages fermes,11.28,20847596_EA,Bergeron,2019-07-16 14:23
Mini Friulano,Fromages fermes,12.0,20590858_EA,Saputo,2019-07-16 14:23
Havarti aux jalapeno, format Club,Fromages fermes,14.0,20574089_EA,Arla,2019-07-16 14:23
Fromage parmesan râpé,Parmesans et fromages à râper,1.0,20571792_EA,Bari,2019-07-16 14:23
Fromage romano râpé,Parmesans et fromages à râper,1.0,20571791_EA,Bari,2019-07-16 14:23
Fromage râpé Cracker Barrel avec herbes et ail,Parmesans et fromages à râper,4.98,21022246_EA,Kraft,2019-07-16 14:23
Fromage parmesan râpé,Parmesans et fromages à râper,4.98,20708946_EA,Saputo,2019-07-16 14:23
Fromage Cheddar Râpé Mi-Fort 35 % M.G.,Parmesans et fromages à râper,4.98,21022350_EA,P’tit Québec,2019-07-16 14:23
Mélange de romano et de parmesan râpés,Parmesans et fromages à râper,4.98,20708947_EA,Saputo,2019-07-16 14:23
Fromage Cheddar Râpé Marbré 33 % M.G.,Parmesans et fromages à râper,4.98,21022314_EA,P’tit Québec,2019-07-16 14:23
Fromage parmesan râpé,Parmesans et fromages à râper,4.98,20025465_EA,Tre Stelle,2019-07-16 14:23
Romano râpé,Parmesans et fromages à râper,4.98,20038109_EA,Tre Stelle,2019-07-16 14:23
Fromage parmesan râpé,Parmesans et fromages à râper,4.98,20144307_EA,Kraft,2019-07-16 14:23
fromage mozzarella fumé,Parmesans et fromages à râper,5.0,21023266_EA,le Choix du Président,2019-07-16 14:23
Produit de fromage râpé 4 % M.G.,Parmesans et fromages à râper,5.0,20901149_EA,Saputo,2019-07-16 14:23
fromage gouda fumé en tranches,Parmesans et fromages à râper,5.28,21023273_EA,le Choix du Président,2019-07-16 14:23
Fromage parmesan,Parmesans et fromages à râper,5.48,20097977_EA,sans nom,2019-07-16 14:23
Pétales de parmesan,Parmesans et fromages à râper,5.48,20125339_EA,Saputo,2019-07-16 14:23
mélange de fromages garniture à salade,Parmesans et fromages à râper,5.78,20310949006_EA,le Choix du Président,2019-07-16 14:23
Fromage romano râpé,Parmesans et fromages à râper,6.0,20563608_EA,Zerto,2019-07-16 14:23
Asiago râpé,Parmesans et fromages à râper,6.0,20563134_EA,Zerto,2019-07-16 14:23
Fromage bloc de cheddar marbré,Parmesans et fromages à râper,6.48,20038994_EA,Riviera,2019-07-16 14:23
Fromage Menu bleu parmesan léger,Parmesans et fromages à râper,6.98,20064553_EA,le Choix du Président,2019-07-16 14:23
Fromage parmesan râpé,Parmesans et fromages à râper,7.28,20132431001_EA,Kraft,2019-07-16 14:23
Oka Artisan, fumé,Parmesans et fromages à râper,7.78,21025090_EA,Oka,2019-07-16 14:23
grana padano fromage affiné à pâte ferme vieilli 14 mois pc splend,Parmesans et fromages à râper,8.98,21051031_EA,le Choix du Président,2019-07-16 14:23
Fromage Le P’tit Bonheur, pointe,Fromages friables,6.58,20936552_EA,Bergeron,2019-07-16 14:23
Fromage Doré-Mi,Fromages friables,7.76,20052309_KG,Cayer,2019-07-16 14:23
Havarti en tranches, 23 %,Gouda et autres fromages suisses,5.0,20907695_EA,Ziggy’s,2019-07-16 14:23
Havarti aux jalapenos,Gouda et autres fromages suisses,5.0,20573910_EA,Arla,2019-07-16 14:23
Gouda épicé,Gouda et autres fromages suisses,5.0,20884302_EA,Anco,2019-07-16 14:23
Havarti crémeux,Gouda et autres fromages suisses,5.0,20573932_EA,Arla,2019-07-16 14:23
Havarti crémeux en tranches, 32 %,Gouda et autres fromages suisses,5.0,20913249_EA,Ziggy’s,2019-07-16 14:23
Havarti léger,Gouda et autres fromages suisses,5.0,20574530_EA,Arla,2019-07-16 14:23
Havarti aux fines herbes et épices,Gouda et autres fromages suisses,5.0,20574963_EA,Arla,2019-07-16 14:23
Fromage suisse léger en tranches, 18 %,Gouda et autres fromages suisses,5.0,20907851_EA,Ziggy’s,2019-07-16 14:23
Fromage suisse en tranches, 30 %,Gouda et autres fromages suisses,5.0,20907819_EA,Ziggy’s,2019-07-16 14:23
Gouda en tranches,Gouda et autres fromages suisses,5.28,20250505_EA,le Choix du Président,2019-07-16 14:23
fromage suisse léger en tranches,Gouda et autres fromages suisses,5.28,20249889_EA,le Choix du Président,2019-07-16 14:23
fromage suisse en tranches,Gouda et autres fromages suisses,5.28,20250947_EA,le Choix du Président,2019-07-16 14:23
Gruyère,Gouda et autres fromages suisses,6.48,20089044_EA,Swiss Knight,2019-07-16 14:23
Fonfue au fromage Swiss Knight,Gouda et autres fromages suisses,6.48,20069458_EA,Swiss Knight,2019-07-16 14:23
Fromage tranché Le Fin Renard,Gouda et autres fromages suisses,6.58,20934573_EA,Bergeron,2019-07-16 14:23
Fromage Lady Laurier d’Arthabaska aromatisé à la vanille,Gouda et autres fromages suisses,6.98,20972869_EA,Saputo,2019-07-16 14:23
Fondue suisse,Gouda et autres fromages suisses,8.48,20178070_EA,Kingsey,2019-07-16 14:23
Fondue suisse,Gouda et autres fromages suisses,8.78,20059948_EA,le Choix du Président,2019-07-16 14:23
Fromage Le gruyère,Gouda et autres fromages suisses,10.0,20748622_EA,None,2019-07-16 14:23
Fromage Brie Double Crème 28 % M.G.,Gouda et autres fromages suisses,10.0,21012275_EA,Royal,2019-07-16 14:23
fromage suisse en tranches,Gouda et autres fromages suisses,12.0,20249985_EA,le Choix du Président,2019-07-16 14:23
fromage suisse léger en tranches,Gouda et autres fromages suisses,12.0,20250536_EA,le Choix du Président,2019-07-16 14:23
Havarti aux jalapeno, format Club,Gouda et autres fromages suisses,14.0,20574089_EA,Arla,2019-07-16 14:23
Fromage en grains cheddar BBQ,Cheddars,4.28,20113791_EA,Fromagerie La Chaudière,2019-07-16 14:23
Cheddar doux en tranches, 34 %,Cheddars,5.0,20907637_EA,Ziggy’s,2019-07-16 14:23
Fromage blanc non affiné Chaudière,Cheddars,5.28,20085078_EA,Fromagerie La Chaudière,2019-07-16 14:23
fromage cheddar mi-fort en tranches,Cheddars,5.28,20216643_EA,le Choix du Président,2019-07-16 14:23
Fromage marbré en tranches,Cheddars,5.28,20250268_EA,le Choix du Président,2019-07-16 14:23
Gouda en grains,Cheddars,5.28,20023429_EA,Bergeron,2019-07-16 14:23
Fromage cheddar blanc fort en tranches,Cheddars,5.28,20219419_EA,le Choix du Président,2019-07-16 14:23
Grains de fromage ferme non affiné,Cheddars,5.58,20951214_EA,None,2019-07-16 14:23
Fromage cheddar extra-fort blanc,Cheddars,6.48,20416962_EA,Balderson,2019-07-16 14:23
Cheddar marbré,Cheddars,6.48,20415944_EA,Balderson,2019-07-16 14:23
Cheddar fort,Cheddars,6.48,20416277_EA,Balderson,2019-07-16 14:23
Grains de fromage ferme non affiné,Cheddars,6.68,20032826_EA,Fromagerie La Chaudière,2019-07-16 14:23
Fromage cheddar blanc doux,Cheddars,6.68,20169568_EA,Fromagerie La Chaudière,2019-07-16 14:23
Fromage Le Populaire,Cheddars,7.0,20833249_EA,Bergeron,2019-07-16 14:23
Cheddar vieilli au porto âgé de 10 ans,Cheddars,7.48,20872885_EA,Perron,2019-07-16 14:23
fromage cheddar canadien vieilli 1 an,Cheddars,7.48,20048789_EA,le Choix du Président,2019-07-16 14:23
Cheddar vieilli quatre ans,Cheddars,7.78,20873094_EA,Perron,2019-07-16 14:23
Cheddar blanc canadien 2 ans,Cheddars,7.98,20009748_EA,le Choix du Président,2019-07-16 14:23
Fromage marbré, brique,Cheddars,8.98,20251044_EA,le Choix du Président,2019-07-16 14:23
fromage cheddar mi-fort,Cheddars,8.98,20218911_EA,le Choix du Président,2019-07-16 14:23
Cheddar fumé vieilli deux ans,Cheddars,9.48,20954327_EA,le Choix du Président,2019-07-16 14:23
Fromage blanc non affiné Chaudière,Cheddars,10.28,20150669_EA,Fromagerie La Chaudière,2019-07-16 14:23
Cheddar blanc canadien, 2 ans,Cheddars,12.98,20134710_EA,le Choix du Président,2019-07-16 14:23
fromage cheddar canadien vieilli 1 an,Cheddars,12.98,20056226_EA,le Choix du Président,2019-07-16 14:23
Cheddar fort Royal Canadian vieilli 2 ans,Cheddars,13.98,20002342_EA,Balderson,2019-07-16 14:23
Fromage Monterey Jack Sans Lactose 28% M.G.,Cheddars,15.28,21100181_EA,St Guillaume,2019-07-16 14:23
Fromage Cheddar Fort Sans Lactose 33% M.G.,Cheddars,15.28,21100182_EA,St Guillaume,2019-07-16 14:23
Fromage tortillon,Mozzarella et fromages semi-fermes,1.88,20085749_EA,Fromagerie La Chaudière,2019-07-16 14:23
Fromage provolone en tranches,Mozzarella et fromages semi-fermes,3.28,20769511_EA,Saputo,2019-07-16 14:23
Fondue parmesan,Mozzarella et fromages semi-fermes,3.98,20155453_EA,Royal,2019-07-16 14:23
Fromage feta Fetos, M.G. 22 %,Mozzarella et fromages semi-fermes,4.28,20774519_EA,Saputo,2019-07-16 14:23
Fromage féta léger dans la saumure,Mozzarella et fromages semi-fermes,4.48,20573976_EA,Saputo,2019-07-16 14:23
Féta en saumure,Mozzarella et fromages semi-fermes,4.48,20573975_EA,Saputo,2019-07-16 14:23
