description,prix,code,marque,date
Fromage Oka, portion,5.0,20972692_EA,Agropur,2019-06-28 22:19
Bocconcini,5.0,20219848_EA,le Choix du Président,2019-06-28 22:19
Tranches de mozzarella,5.28,20217736_EA,le Choix du Président,2019-06-28 22:19
Fromage Doré-Mi aux épices méditerranéennes,5.28,20700411_EA,Saputo,2019-06-28 22:19
fromage suisse léger en tranches,5.28,20249889_EA,le Choix du Président,2019-06-28 22:19
fromage suisse en tranches,5.28,20250947_EA,le Choix du Président,2019-06-28 22:19
fromage provolone léger en tranches,5.28,20219358_EA,le Choix du Président,2019-06-28 22:19
Fromage à Griller Haloumi Nature 26% M.G.,5.28,21093684_EA,Saputo,2019-06-28 22:19
fromage provolone en tranches,5.28,20217853_EA,le Choix du Président,2019-06-28 22:19
Emmental tranché,5.28,20219353_EA,le Choix du Président,2019-06-28 22:19
Bocconcini Mini Fromage à Pâte Molle Frais 18% M.G.,5.48,21051121_EA,Saputo,2019-06-28 22:19
Fetos Fromage Feta aux Olives 22 % M.G.,5.48,21051061_EA,Saputo,2019-06-28 22:19
Bocconcini Cocktail Fromage à Pâte Molle Frais 18% M.G.,5.48,21051344_EA,Saputo,2019-06-28 22:19
Fetos Fromage Feta À L'Origan 22% M.G.,5.48,21051115_EA,Saputo,2019-06-28 22:19
Bocconcini Fromage à Pâte Molle Frais 18% M.G. 4 Unités,5.48,21051214_EA,Saputo,2019-06-28 22:19
Fromage Port Salut,5.78,20007160_EA,Balderson,2019-06-28 22:19
Fondue parmesan,5.98,20083355_EA,Royal,2019-06-28 22:19
Cubes de fromage féta léger,5.98,20775294_EA,Apetina,2019-06-28 22:19
Feta en cubes,5.98,20599157_EA,Apetina,2019-06-28 22:19
Féta emballage double,6.0,20901145_EA,Saputo,2019-06-28 22:19
Bocconcini, perles,6.0,20322886_EA,Tre Stelle,2019-06-28 22:19
Fromage, emmental Alpinois,6.28,20544437_EA,Riviera,2019-06-28 22:19
Fromage Classique,6.28,20921279_EA,Oka,2019-06-28 22:19
Fromage, Le Polichinelle,6.28,20436393_EA,Riviera,2019-06-28 22:19
Fromage léger Oka,6.28,20920757_EA,Oka,2019-06-28 22:19
Fromage, bloc de cheddar marbré,6.28,20436653_EA,Riviera,2019-06-28 22:19
Fromage Oka,6.28,20920756_EA,Oka,2019-06-28 22:19
Boule de mozzarella,6.48,20189267_EA,Tre Stelle,2019-06-28 22:19
Fromage Halloom,6.48,20563213_EA,le Choix du Président,2019-06-28 22:19
Gruyère,6.48,20089044_EA,Swiss Knight,2019-06-28 22:19
Fromage halloom ail et fines herbes,6.48,20558986_EA,le Choix du Président,2019-06-28 22:19
Fonfue au fromage Swiss Knight,6.48,20069458_EA,Swiss Knight,2019-06-28 22:19
Fromage Oka l’Artisan,7.0,20902213_EA,Oka,2019-06-28 22:19
raclette fromage à pâte ferme affiné en surface à croûte lavée,7.0,20981120_EA,le Choix du Président,2019-06-28 22:19
Fromage râpé, style cheddar,6.98,20500806_EA,Daiya,2019-06-28 22:20
Fromage mozarella en tranches Earth Island,6.98,20905313002_EA,None,2019-06-28 22:20
Fromage râpé style mozzarella,6.98,20500805_EA,Daiya,2019-06-28 22:20
Cheddar en tranches, Earth Island,6.98,20905313001_EA,None,2019-06-28 22:20
Hummus, poivrons rouges grillés,3.0,20562771_EA,Fontaine Santé,2019-06-28 22:20
Mini contenants d’hummus,3.0,20754856_EA,le Choix du Président,2019-06-28 22:20
Hummus bio traditionnel,3.0,21096993_EA,Fontaine Santé,2019-06-28 22:20
Tartinade de tofu,3.0,20500991_EA,Fontaine Santé,2019-06-28 22:20
Hummus à l’oignon rôti,3.0,20562917_EA,Fontaine Santé,2019-06-28 22:20
Hummus bio pignon de pin rôti,3.0,21097050_EA,Fontaine Santé,2019-06-28 22:20
Hummus cocktail sriracha,3.0,20979976_EA,Fontaine Santé,2019-06-28 22:20
Hummus, ail grillé,3.0,20501133_EA,Fontaine Santé,2019-06-28 22:20
Hummus, olives grecques,3.0,20562920_EA,Fontaine Santé,2019-06-28 22:20
hummus à la tapenade aux olives - trempette et tartinade aux pois chiches,3.28,20811328_EA,le Choix du Président,2019-06-28 22:20
hummus garni pc - ail grillé, poivrons rouges et cu,3.28,20811384_EA,le Choix du Président,2019-06-28 22:20
tartinade et trempette aux pois chiches hummus à la betterave,3.28,20959181_EA,le Choix du Président,2019-06-28 22:20
hummus garni poivrons grillés et paprika,3.28,20811387_EA,le Choix du Président,2019-06-28 22:20
tartinade et trempette aux pois chiches hummus au citron confit,3.28,20959171_EA,le Choix du Président,2019-06-28 22:20
Hummus à l’ail rôti,3.48,20584212_EA,le Choix du Président,2019-06-28 22:20
Hummus,3.48,20584097_EA,le Choix du Président,2019-06-28 22:20
Oignons caram�lis�s,4.28,21124361_EA,le Choix du Président,2019-06-28 22:20
Hummus Haricots Noirs,4.28,21124351_EA,le Choix du Président,2019-06-28 22:20
Hummus �pic�,4.28,21124364_EA,le Choix du Président,2019-06-28 22:20
Trempette fiesta 5 étages,5.48,20590024_EA,le Choix du Président,2019-06-28 22:20
Hummus, poivrons rouges grillés,5.98,20503742_EA,Fontaine Santé,2019-06-28 22:20
Hummus cocktail à l’oignon caramélisé,5.98,20980036_EA,Fontaine Santé,2019-06-28 22:20
Hummus traditionnel,5.98,20503658_EA,Fontaine Santé,2019-06-28 22:20
Hummus Cocktail à l’ail rôti,5.98,20504500_EA,Fontaine Santé,2019-06-28 22:20
Houmous cocktail, poivrons rouges grillés,5.98,20872597_EA,Fontaine Santé,2019-06-28 22:20
Hummus cocktail aux noix de pin rôties,5.98,20872599_EA,Fontaine Santé,2019-06-28 22:20
Hummus, poivrons rouges grill�s,6.0,21124318_EA,le Choix du Président,2019-06-28 22:20
Cretons de porc,0.52,20064803_KG,None,2019-06-28 22:20
Pâté de foie glacé,2.97,20277596_EA,McCain,2019-06-28 22:20
Pâté de campagne glacé, cognac,2.97,20310083_EA,McCain,2019-06-28 22:20
Pâté de foie à l’ail,2.97,20326271_EA,McCain,2019-06-28 22:20
Pâté de foie glacé avec poivre,2.97,20318673_EA,McCain,2019-06-28 22:20
Cretons classiques,2.97,20316176_EA,None,2019-06-28 22:20
Fromage de tête à l’ancienne,2.97,20145991_EA,None,2019-06-28 22:20
Pâté campagnard aux grains de poivre,2.97,20287717_EA,McCain,2019-06-28 22:20
Cretons Grand-Mère,2.97,20296505_EA,None,2019-06-28 22:20
Pâté de campagne glacé, style ancien,2.97,20325732_EA,McCain,2019-06-28 22:20
Cretonnade poulet et dinde,2.97,20326196_EA,None,2019-06-28 22:20
Pâté de campagne glacé, fines herbes,2.97,20324677_EA,McCain,2019-06-28 22:20
Cretons de veau,2.97,20307830_EA,None,2019-06-28 22:20
Végépâté,3.29,20114012_EA,Fontaine Santé,2019-06-28 22:20
Pâté de foie glacé,3.48,20312397_EA,Paysan,2019-06-28 22:20
Pâté de foie à l’ail,3.48,20310955_EA,Paysan,2019-06-28 22:20
Jambon fumé, tranché,3.48,20170902_EA,Gaspésien,2019-06-28 22:20
Pâté de campagne,3.48,20321456_EA,Paysan,2019-06-28 22:20
Végé-pâté,3.48,20160177_EA,Fontaine Santé,2019-06-28 22:20
Pâté de foie au poivre, glacé,3.48,20173578_EA,Paysan,2019-06-28 22:20
Terrine de canard et de porc Chef Georges Perigord,3.97,20654999_EA,None,2019-06-28 22:20
Cretons classiques,4.28,20912747_EA,Lafleur,2019-06-28 22:20
Cretons de veau,4.77,20319615_EA,None,2019-06-28 22:20
Cretons classiques,4.77,20158034_EA,None,2019-06-28 22:20
Cretons Grand-Mère,4.77,20322273_EA,None,2019-06-28 22:20
Cretonnade de veau,5.48,20792820_EA,None,2019-06-28 22:20
Cretons, naturel,5.57,20535449_EA,None,2019-06-28 22:20
Cretons style national,5.57,20131482_EA,None,2019-06-28 22:20
Cretons de veau naturel,5.57,20535501_EA,None,2019-06-28 22:20
Cretons, porc,5.57,20037405_EA,None,2019-06-28 22:20
Cretons Grand-Mère,5.68,20957259_EA,Lafleur,2019-06-28 22:20
Jambon cuit,5.97,20133984_EA,Gaspésien,2019-06-28 22:20
Cretons de porc, emballage double,6.0,20700545_EA,Paysan,2019-06-28 22:20
Lanières de poitrine de poulet, format Club,10.0,21018770_EA,None,2019-06-28 22:20
Cretons,15.94,20119276_KG,None,2019-06-28 22:20
Baba ganoush,3.0,20501014_EA,Fontaine Santé,2019-06-28 22:20
Trempette tzatziki à la crème sure,3.0,20594792_EA,Fontaine Santé,2019-06-28 22:20
Tartinade de tofu,3.0,20500991_EA,Fontaine Santé,2019-06-28 22:20
Tzatziki au yogourt,3.0,20501051_EA,Fontaine Santé,2019-06-28 22:20
Bruschetta,3.0,20276001_EA,Fontaine Santé,2019-06-28 22:20
Trempette aux épinards,3.0,20500992_EA,Fontaine Santé,2019-06-28 22:20
Trempette au yogourt tzatziki traditionnel,3.48,20574522_EA,le Choix du Président,2019-06-28 22:20
Trempette/Tapenade aux artichauts et à l’asiago PC,3.48,20584040_EA,le Choix du Président,2019-06-28 22:20
Tzatziki,3.98,20500843_EA,Arahova,2019-06-28 22:20
salsa piquante pico de gallo,3.98,20959660_EA,le Choix du Président,2019-06-28 22:20
Trempette aux noix de cajou originale,4.29,21172529_EA,le Choix du Président,2019-06-28 22:20
Trempette aux épinards pour légumes,4.48,20302834_EA,Marzetti,2019-06-28 22:20
Trempette à l’aneth pour légumes,4.48,20304684_EA,Marzetti,2019-06-28 22:20
Noix de cajou et poivrons rouges r�tis,4.48,21172579_EA,le Choix du Président,2019-06-28 22:20
Trempette ranch pour légumes,4.48,20322970_EA,Marzetti,2019-06-28 22:20
Trempette à l’oignon à la française pour légumes,4.48,20320000_EA,Marzetti,2019-06-28 22:20
Trempette aux concombres et aux noix de cajou,4.48,21172577_EA,le Choix du Président,2019-06-28 22:20
Trempette au caramel pour pommes,4.48,20047298_EA,Marzetti,2019-06-28 22:20
Trempette ranch Sud-Ouest pour légumes en format collation,4.48,20039279_EA,Marzetti,2019-06-28 22:20
Trempette ranch légère pour légumes,4.48,20174734_EA,Marzetti,2019-06-28 22:20
Trempette et fondue au chocolat,4.48,20098337_EA,Marzetti,2019-06-28 22:20
salsa à la mangue,4.98,21025086_EA,le Choix du Président,2019-06-28 22:20
Guacamole authentique,7.28,21093744_EA,Yucatan,2019-06-28 22:20
Stackers au jambon Lunchmate,2.98,20770779_EA,Schneiders,2019-06-28 22:20
Stackers de dinde Lunchmate,3.27,20770777_EA,Schneiders,2019-06-28 22:20
Stackers au bologne Lunchmate,3.27,20770834_EA,Schneiders,2019-06-28 22:20
POLO BIC SANDWICH OEUFS,3.48,20155982_EA,None,2019-06-28 22:20
POLO BIC SANDWICH JAMBON HACHE,3.48,20163636_EA,None,2019-06-28 22:20
POLO BIC SOUS MARIN PIZZA,3.48,20049710_EA,None,2019-06-28 22:20
Jambon naturel,3.49,21182965_EA,Maple Leaf,2019-06-28 22:20
POLO BIC SANDWICH POULET,3.98,20003193_EA,None,2019-06-28 22:20
Ensemble collation pour adultes, salami,3.99,21120967_EA,Schneiders,2019-06-28 22:20
Ensemble collation pour adultes, dinde,3.99,21120887_EA,Schneiders,2019-06-28 22:20
POLO BIC SOUS MARIN DINDE,4.48,20026307_EA,None,2019-06-28 22:20
POLO BIC COTE BBQ POULET,4.48,20061206_EA,None,2019-06-28 22:20
POLO BIC SAL MACARONI FRA 275G,2.98,20046896_EA,None,2019-06-28 22:20
POLO BIC SALADE MACARONI 275G,2.98,20090873_EA,None,2019-06-28 22:20
Salade de chou crémeuse verte,2.98,20309160_EA,Ziggy’s,2019-06-28 22:20
Plaisirs Gastronomiques Salade aux Sept Grains,4.0,21049802_EA,Plaisirs Gastronomiques,2019-06-28 22:20
Salade de couscous,4.98,20064399_EA,Fontaine Santé,2019-06-28 22:20
Taboulé,4.98,20057215_EA,Fontaine Santé,2019-06-28 22:20
Salade de penne à la feta,4.98,20070122_EA,Fontaine Santé,2019-06-28 22:20
Salade trois lentilles et canneberges,5.29,20096295_EA,Fontaine Santé,2019-06-28 22:20
Salade aux trois haricots,5.29,20030650_EA,Fontaine Santé,2019-06-28 22:20
Salade de Couscous Royale,5.48,20138578_EA,Fontaine Santé,2019-06-28 22:20
Pâté au Pommes,5.0,20094976_EA,St-Donat,2019-06-28 22:20
Plaisirs Gastronomiques Salade Carottes et Céleri-Rave,4.0,21051396_EA,Plaisirs Gastronomiques,2019-06-28 22:20
Cubes de bœuf,0.68,20981934_EA,Sufra Halal,2019-06-28 22:20
Cubes de poulet,0.68,20981926_EA,Sufra Halal,2019-06-28 22:20
Instant Noodles Saveur Particulière de Poulet 4 Packs x 70 g (280 g),1.28,21030662_EA,Canton,2019-06-28 22:20
Soupe miso instantanée aux oignons verts,2.48,20999038_EA,Marukome,2019-06-28 22:20
Soupe Instantanée de Miso Tofu 3 Paquets,2.48,20999104_EA,Marukome,2019-06-28 22:20
Cubes de bouillon de poulet,2.48,20935924_EA,Knorr,2019-06-28 22:20
PIZZA POLO BIC 2X9 PO     800G,7.98,20119207_EA,None,2019-06-28 22:21
Sauce Fraîche pour Pâtes Saucisse Italienne,6.98,21060242_EA,Olivieri,2019-06-28 22:21
SC EXTRA VND CUISICHEF,8.29,20174587_EA,None,2019-06-28 22:21
SC A SPGHT PAYSANNE A LA VND,12.98,20752168_EA,Paysan,2019-06-28 22:21
Pain de poulet original sans bœuf ni porc,2.27,20006800_EA,Zabiha Halal,2019-06-28 22:21
Bologne de poulet,2.78,20088355_EA,Zabiha Halal,2019-06-28 22:21
Bologne de Poulet Tranché,2.98,21020646_EA,Sufra Halal,2019-06-28 22:21
Végépâté,3.29,20114012_EA,Fontaine Santé,2019-06-28 22:21
Bâtonnets de poulet, panés,3.98,20180722_EA,Flamingo,2019-06-28 22:21
Poulet fumé,3.98,20108651_EA,Flamingo,2019-06-28 22:21
Poitrine de poulet, cuite,5.0,20731110_EA,Royal,2019-06-28 22:21
Poulet fumé,5.0,20967361_EA,Hygrade,2019-06-28 22:21
Poulet fumé Natural Selections émincé,6.28,20670376_EA,Maple Leaf,2019-06-28 22:21
Poitrine de poulet rôtie au four Natural Selections,6.28,20066495_EA,Maple Leaf,2019-06-28 22:21
Lanières de poulet à l’italienne, format Club,10.0,21018772_EA,None,2019-06-28 22:21
Lanières de poitrine de poulet, format Club,10.0,21018770_EA,None,2019-06-28 22:21
Poitrine de poulet rôtie au four Natural Selections format familial, format Club,10.28,20772225_EA,Maple Leaf,2019-06-28 22:21
Saucisson de Bologne au poulet,2.0,20103516_EA,sans nom,2019-06-28 22:21
Fromage de tête à l’ancienne,2.97,20145991_EA,None,2019-06-28 22:21
Bologne emballage double,3.0,20825300_EA,Olymel,2019-06-28 22:21
Pain de viande simili poulet,3.0,20437020_EA,Olymel,2019-06-28 22:21
Bologne Super Premium,4.97,20562191_EA,Gaspésien,2019-06-28 22:21
Simili poulet,4.97,20088467_EA,Gaspésien,2019-06-28 22:21
Bologne, ordinaire,5.0,20731361_EA,Royal,2019-06-28 22:21
Jambon et poitrine de poulet cuits,5.0,20437228_EA,Olymel,2019-06-28 22:21
Jambon et poitrine de dinde cuits,5.0,20436866_EA,Flamingo,2019-06-28 22:21
Pepperoni,5.0,20731212_EA,Royal,2019-06-28 22:21
Pain de viande simili poulet,5.0,20731438_EA,Royal,2019-06-28 22:21
Sous-marin trio royal,5.0,20437692_EA,Royal,2019-06-28 22:21
Pain de viande simili-poulet,5.0,20731218_EA,Royal,2019-06-28 22:21
Jambon, haché, paquet de 2,5.0,20733517_EA,Royal,2019-06-28 22:21
Rôti de bœuf,3.48,21126109_EA,None,2019-06-28 22:21
Viande fumée à la montréalaise,3.48,21126107_EA,None,2019-06-28 22:21
Viande fumée Hygrade,5.0,21031300_EA,Hygrade,2019-06-28 22:21
Saucisson de Bologne au bœuf en tranches,5.0,20064230_EA,sans nom,2019-06-28 22:21
Rôti de bœuf,5.0,21003657_EA,Royal,2019-06-28 22:21
Bœuf salé cuit,5.0,21003364_EA,Royal,2019-06-28 22:21
Salami aux olives halal,5.98,20067622_EA,None,2019-06-28 22:21
Mortadelle halal,5.98,20089322_EA,None,2019-06-28 22:21
Salami halal,5.98,20154791_EA,None,2019-06-28 22:21
Salami piquant halal,5.98,20094022_EA,None,2019-06-28 22:21
Viande fumée halal,5.98,20084314_EA,None,2019-06-28 22:21
Garniture à la viande fumée,7.97,20896810_EA,None,2019-06-28 22:21
Viande fumée pour Sloppy Joe,7.98,21126111_EA,None,2019-06-28 22:21
Pain de blé entier super moelleux,8.18,20129677_EA,Hygrade,2019-06-28 22:21
Viande fumée Delstar,10.0,20972162_EA,None,2019-06-28 22:21
Pepperoni Caserta, emballage sous vide,2.98,20796691_EA,None,2019-06-28 22:21
Pepperoni Caserta,3.0,21014180_EA,None,2019-06-28 22:21
Pepperoni,4.0,20015818_EA,sans nom,2019-06-28 22:21
Saucisson de salami,4.0,20176087_EA,sans nom,2019-06-28 22:21
Salami,4.97,20566985_EA,Gaspésien,2019-06-28 22:21
Pepperoni en tranches,4.97,20566984_EA,Gaspésien,2019-06-28 22:21
Salami,5.0,20731215_EA,Royal,2019-06-28 22:21
Salami de Gênes, sucré,5.0,21059356_EA,Cappola,2019-06-28 22:21
Pepperoni,5.0,20731212_EA,Royal,2019-06-28 22:21
Salami Soppressata,5.0,21059332_EA,Cappola,2019-06-28 22:21
Duo de Salami Séché au Fenouil Épicé,5.0,21053126_EA,None,2019-06-28 22:21
Duo de Salami Séché au Chipotle Saveur de Fumée,5.0,21053105_EA,None,2019-06-28 22:21
CAPPOLA SALAMI SOPPRSST EPC 5$,5.0,21059348_EA,Cappola,2019-06-28 22:21
CAPPOLA SALAMI DE GENES EPC 5$,5.0,21059321_EA,Cappola,2019-06-28 22:21
Duo de Salami Séché aux Épices à Steak de Montréal,5.0,21053101_EA,None,2019-06-28 22:21
Salami avec prosciutto,5.78,21060834_EA,Mastro,2019-06-28 22:21
Salami de Gênes Piquant,5.78,21061096_EA,Mastro,2019-06-28 22:21
Salami Calabrese Piquant,5.78,21059807_EA,Mastro,2019-06-28 22:21
Salami Soppressata,5.78,21059859_EA,Mastro,2019-06-28 22:21
PC SALAMI PROSCIUTTO SPLENDIDO,6.0,21049133_EA,le Choix du Président,2019-06-28 22:21
Splendido Salami Calabrese Mi-Piquant,6.0,21049145_EA,le Choix du Président,2019-06-28 22:21
salami de gênes doux pc splend,6.0,21049398_EA,le Choix du Président,2019-06-28 22:21
salami de gênes piquant pc splend,6.0,21049387_EA,le Choix du Président,2019-06-28 22:21
salami soppressata pc splend,6.0,21049150_EA,le Choix du Président,2019-06-28 22:21
Salami hongrois piquant Choix naturel,6.28,20922737_EA,le Choix du Président,2019-06-28 22:21
Salami forêt ancienne Choix naturel,6.28,20923160_EA,le Choix du Président,2019-06-28 22:21
Kolbassa à la dinde,6.48,20600084_EA,Piller’s,2019-06-28 22:21
Saucisson kolbassa,6.48,20308469_EA,Piller’s,2019-06-28 22:21
Salami Salametti piquant,6.97,20046483_EA,Mastro,2019-06-28 22:21
Salametti,6.97,20303790_EA,Mastro,2019-06-28 22:21
Salami 100 % bœuf,6.98,20864261_EA,Lesters,2019-06-28 22:21
Salametti parmesan,7.0,20863116_EA,Silani,2019-06-28 22:21
Salametti sec figues et porto,7.0,20862837_EA,Silani,2019-06-28 22:21
Salametti au poivre noir,7.0,21099099_EA,None,2019-06-28 22:21
Salametti original,7.0,20863115_EA,Silani,2019-06-28 22:21
Tranches de pepperoni, format Club,7.28,20040698_EA,Ziggy’s,2019-06-28 22:21
saucisson demi-salé à sec chorizo doux à l'espagnole,7.48,20938085_EA,le Choix du Président,2019-06-28 22:21
saucisson demi-salé à sec piquant à chorizo piquant à l’espagnole,7.48,20937902_EA,le Choix du Président,2019-06-28 22:21
Pepperettes, original,8.0,20976110_EA,Schneiders,2019-06-28 22:21
Pepperettes, bœuf,8.0,20976099_EA,Schneiders,2019-06-28 22:21
Pepperettes Ziggy’s,8.78,21106401_EA,Ziggy’s,2019-06-28 22:21
Collations de saucisse Pepperettes Bites original,8.98,21183324_EA,Schneiders,2019-06-28 22:21
Bites chili doux et lime,8.98,21099100_EA,Schneiders,2019-06-28 22:21
Pepperoni tranché La Pizzeria, format Club,10.0,20970554_EA,None,2019-06-28 22:21
Pepperoni piquant tranch� Roma,10.0,21127572_EA,None,2019-06-28 22:21
Salami de Gênes, petit,12.97,20181136_EA,Mastro,2019-06-28 22:21
Bologne de Poulet Tranché,2.98,21020646_EA,Sufra Halal,2019-06-28 22:21
Pousses de brocoli,2.98,21037797_EA,None,2019-06-28 22:21
Poulet Krispy Toast nature,3.98,20123344_EA,Flamingo,2019-06-28 22:21
Dinde fumée,5.0,20967404_EA,Hygrade,2019-06-28 22:21
Jambon et poitrine de dinde cuits,5.0,20436866_EA,Flamingo,2019-06-28 22:21
Poitrine de dinde fum‚e,5.0,20731368_EA,Royal,2019-06-28 22:21
Poitrine de dinde fumée Smart & Naturel,5.0,21015649_EA,Olymel,2019-06-28 22:21
Dinde Simplement bon,6.0,20682966_EA,le Choix du Président,2019-06-28 22:21
poitrine de dinde rôtie au four à saveur de miel et érable pc simplement,6.0,20794753_EA,le Choix du Président,2019-06-28 22:21
Dinde émincée Fumée au hickory Natural Selections,6.28,20582322_EA,Maple Leaf,2019-06-28 22:21
Poitrine de dinde rôtie Natural Selections,6.28,20009282_EA,Maple Leaf,2019-06-28 22:21
Kolbassa à la dinde,6.48,20600084_EA,Piller’s,2019-06-28 22:21
Lanières de poulet à l’italienne, format Club,10.0,21018772_EA,None,2019-06-28 22:21
Poitrine de dinde rôtie au four Natural Selections format familial, format Club,10.28,20772016_EA,Maple Leaf,2019-06-28 22:21
Poitrine de dinde cuite, Format club,10.48,21021523_EA,Flamingo,2019-06-28 22:21
Poitrine de dinde cuite, Format club,10.48,21022267_EA,Flamingo,2019-06-28 22:21
Mortadelle piquante,3.47,20578305_EA,San Daniele,2019-06-28 22:21
Mortadelle,3.47,20576743_EA,San Daniele,2019-06-28 22:21
